КодФирмы,Территория
4329,"02. див. Восточная Сибирь"
2199,"09. див. Черноземье"
780,"10. див. Приволжский"
1295,"09. див. Черноземье"
3827,"09. див. Черноземье"
1867,"11. див. Северо-Западный"
3411,"02. див. Восточная Сибирь"
1491,"07. див. Верхняя Волга"
3757,"01. див. Дальний Восток"
4267,"04. див. Урал"
2100,"10. див. Приволжский"
150,"05. див. Юг"
151,"05. див. Юг"
2351,"01. див. Дальний Восток"
4161,"01. див. Дальний Восток"
2007,"11. див. Северо-Западный"
521,"05. див. Юг"
1569,"05. див. Юг"
1066,"04. див. Урал"
1855,"11. див. Северо-Западный"
1820,"11. див. Северо-Западный"
1975,"10. див. Приволжский"
4062,"09. див. Черноземье"
2864,"06. див. Средняя Волга"
2264,"04. див. Урал"
1696,"04. див. Урал"
1953,"06. див. Средняя Волга"
2346,"04. див. Урал"
1991,"07. див. Верхняя Волга"
2080,"04. див. Урал"
787,"08. див. Центральный"
4077,"06. див. Средняя Волга"
471,"04. див. Урал"
3607,"04. див. Урал"
1012,"01. див. Дальний Восток"
991,"04. див. Урал"
2932,"08. див. Центральный"
375,"08. див. Центральный"
1180,"01. див. Дальний Восток"
842,"06. див. Средняя Волга"
2862,"04. див. Урал"
4473,"05. див. Юг"
3090,"10. див. Приволжский"
504,"09. див. Черноземье"
1447,"04. див. Урал"
1297,"09. див. Черноземье"
3083,"08. див. Центральный"
4427,"04. див. Урал"
979,"09. див. Черноземье"
2723,"04. див. Урал"
4126,"07. див. Верхняя Волга"
4505,"09. див. Черноземье"
1022,"07. див. Верхняя Волга"
2411,"08. див. Центральный"
686,"09. див. Черноземье"
2202,"01. див. Дальний Восток"
4144,"04. див. Урал"
2282,"01. див. Дальний Восток"
664,"08. див. Центральный"
1890,"07. див. Верхняя Волга"
114,"03. див. Западная Сибирь"
3573,"08. див. Центральный"
2826,"08. див. Центральный"
2876,"08. див. Центральный"
3135,"03. див. Западная Сибирь"
3354,"04. див. Урал"
3808,"10. див. Приволжский"
669,"07. див. Верхняя Волга"
2226,"09. див. Черноземье"
1173,"01. див. Дальний Восток"
685,"09. див. Черноземье"
2357,"06. див. Средняя Волга"
260,"07. див. Верхняя Волга"
3225,"01. див. Дальний Восток"
3103,"05. див. Юг"
1621,"04. див. Урал"
1988,"10. див. Приволжский"
543,"03. див. Западная Сибирь"
2297,"10. див. Приволжский"
1266,"05. див. Юг"
1704,"03. див. Западная Сибирь"
2311,"03. див. Западная Сибирь"
424,"06. див. Средняя Волга"
451,"10. див. Приволжский"
2296,"01. див. Дальний Восток"
3231,"05. див. Юг"
2929,"11. див. Северо-Западный"
2958,"10. див. Приволжский"
1976,"01. див. Дальний Восток"
1394,"03. див. Западная Сибирь"
2974,"01. див. Дальний Восток"
4482,"05. див. Юг"
4224,"01. див. Дальний Восток"
394,"09. див. Черноземье"
1523,"09. див. Черноземье"
4098,"07. див. Верхняя Волга"
2,"01. див. Дальний Восток"
6,"01. див. Дальний Восток"
7,"01. див. Дальний Восток"
8,"01. див. Дальний Восток"
9,"01. див. Дальний Восток"
10,"01. див. Дальний Восток"
11,"01. див. Дальний Восток"
3510,"03. див. Западная Сибирь"
2793,"04. див. Урал"
1038,"10. див. Приволжский"
1101,"01. див. Дальний Восток"
2482,"02. див. Восточная Сибирь"
1373,"03. див. Западная Сибирь"
4590,"08. див. Центральный"
3499,"08. див. Центральный"
3461,"05. див. Юг"
3359,"04. див. Урал"
1979,"04. див. Урал"
926,"03. див. Западная Сибирь"
3682,"04. див. Урал"
1201,"01. див. Дальний Восток"
2331,"05. див. Юг"
636,"10. див. Приволжский"
1437,"02. див. Восточная Сибирь"
3349,"03. див. Западная Сибирь"
2361,"01. див. Дальний Восток"
447,"07. див. Верхняя Волга"
1451,"10. див. Приволжский"
4476,"07. див. Верхняя Волга"
964,"04. див. Урал"
420,"05. див. Юг"
3330,"03. див. Западная Сибирь"
1454,"10. див. Приволжский"
4120,"07. див. Верхняя Волга"
2428,"08. див. Центральный"
3080,"04. див. Урал"
4223,"08. див. Центральный"
377,"06. див. Средняя Волга"
86,"03. див. Западная Сибирь"
87,"02. див. Восточная Сибирь"
3285,"06. див. Средняя Волга"
2198,"03. див. Западная Сибирь"
2245,"03. див. Западная Сибирь"
353,"06. див. Средняя Волга"
2959,"05. див. Юг"
2882,"08. див. Центральный"
3089,"01. див. Дальний Восток"
936,"06. див. Средняя Волга"
2760,"05. див. Юг"
1534,"04. див. Урал"
2284,"01. див. Дальний Восток"
2214,"01. див. Дальний Восток"
966,"04. див. Урал"
3815,"08. див. Центральный"
2502,"05. див. Юг"
783,"06. див. Средняя Волга"
2249,"09. див. Черноземье"
3919,"06. див. Средняя Волга"
3176,"05. див. Юг"
2113,"04. див. Урал"
357,"02. див. Восточная Сибирь"
737,"11. див. Северо-Западный"
2044,"01. див. Дальний Восток"
2433,"04. див. Урал"
2456,"01. див. Дальний Восток"
2368,"10. див. Приволжский"
3100,"03. див. Западная Сибирь"
2183,"03. див. Западная Сибирь"
4265,"08. див. Центральный"
1490,"08. див. Центральный"
3949,"06. див. Средняя Волга"
3057,"06. див. Средняя Волга"
1969,"03. див. Западная Сибирь"
3818,"04. див. Урал"
22,"01. див. Дальний Восток"
24,"01. див. Дальний Восток"
3069,"04. див. Урал"
4095,"05. див. Юг"
384,"05. див. Юг"
3860,"05. див. Юг"
644,"03. див. Западная Сибирь"
1624,"10. див. Приволжский"
3702,"09. див. Черноземье"
1594,"05. див. Юг"
1706,"08. див. Центральный"
2222,"06. див. Средняя Волга"
1323,"07. див. Верхняя Волга"
3384,"05. див. Юг"
3790,"06. див. Средняя Волга"
4164,"10. див. Приволжский"
1326,"03. див. Западная Сибирь"
3946,"01. див. Дальний Восток"
1150,"03. див. Западная Сибирь"
2418,"04. див. Урал"
3331,"08. див. Центральный"
984,"06. див. Средняя Волга"
690,"08. див. Центральный"
1895,"07. див. Верхняя Волга"
990,"06. див. Средняя Волга"
3521,"08. див. Центральный"
2056,"03. див. Западная Сибирь"
3591,"11. див. Северо-Западный"
3166,"05. див. Юг"
4018,"07. див. Верхняя Волга"
4051,"01. див. Дальний Восток"
1333,"04. див. Урал"
1422,"04. див. Урал"
3588,"08. див. Центральный"
1949,"05. див. Юг"
1334,"01. див. Дальний Восток"
1431,"03. див. Западная Сибирь"
2355,"04. див. Урал"
895,"03. див. Западная Сибирь"
4406,"01. див. Дальний Восток"
1120,"06. див. Средняя Волга"
4297,"05. див. Юг"
1928,"05. див. Юг"
2283,"01. див. Дальний Восток"
1955,"10. див. Приволжский"
3399,"10. див. Приволжский"
1161,"04. див. Урал"
3493,"03. див. Западная Сибирь"
1544,"04. див. Урал"
3512,"10. див. Приволжский"
3155,"05. див. Юг"
1439,"09. див. Черноземье"
740,"05. див. Юг"
3410,"09. див. Черноземье"
2332,"11. див. Северо-Западный"
4307,"05. див. Юг"
2657,"06. див. Средняя Волга"
107,"03. див. Западная Сибирь"
2776,"03. див. Западная Сибирь"
3525,"03. див. Западная Сибирь"
2458,"06. див. Средняя Волга"
96,"03. див. Западная Сибирь"
440,"06. див. Средняя Волга"
3959,"09. див. Черноземье"
3388,"03. див. Западная Сибирь"
3337,"04. див. Урал"
2792,"08. див. Центральный"
1123,"09. див. Черноземье"
1214,"07. див. Верхняя Волга"
2695,"09. див. Черноземье"
4142,"04. див. Урал"
924,"09. див. Черноземье"
2912,"06. див. Средняя Волга"
3407,"06. див. Средняя Волга"
2492,"02. див. Восточная Сибирь"
3732,"10. див. Приволжский"
1604,"10. див. Приволжский"
2258,"10. див. Приволжский"
1097,"07. див. Верхняя Волга"
1175,"04. див. Урал"
3136,"09. див. Черноземье"
1666,"06. див. Средняя Волга"
1580,"07. див. Верхняя Волга"
2067,"05. див. Юг"
4230,"09. див. Черноземье"
1083,"05. див. Юг"
4447,"09. див. Черноземье"
3191,"11. див. Северо-Западный"
352,"07. див. Верхняя Волга"
3619,"04. див. Урал"
2315,"04. див. Урал"
816,"07. див. Верхняя Волга"
1455,"06. див. Средняя Волга"
4399,"11. див. Северо-Западный"
4380,"02. див. Восточная Сибирь"
1293,"01. див. Дальний Восток"
1062,"03. див. Западная Сибирь"
3130,"05. див. Юг"
199,"06. див. Средняя Волга"
4001,"08. див. Центральный"
2313,"09. див. Черноземье"
3094,"11. див. Северо-Западный"
3554,"04. див. Урал"
1065,"09. див. Черноземье"
1128,"10. див. Приволжский"
2808,"05. див. Юг"
4300,"09. див. Черноземье"
4287,"10. див. Приволжский"
3760,"08. див. Центральный"
71,"02. див. Восточная Сибирь"
74,"01. див. Дальний Восток"
257,"10. див. Приволжский"
214,"05. див. Юг"
4366,"07. див. Верхняя Волга"
1294,"02. див. Восточная Сибирь"
3259,"05. див. Юг"
3299,"05. див. Юг"
1441,"03. див. Западная Сибирь"
1071,"04. див. Урал"
3594,"08. див. Центральный"
2927,"08. див. Центральный"
2923,"03. див. Западная Сибирь"
3366,"08. див. Центральный"
800,"08. див. Центральный"
3252,"06. див. Средняя Волга"
4108,"07. див. Верхняя Волга"
2408,"10. див. Приволжский"
2790,"08. див. Центральный"
972,"10. див. Приволжский"
2352,"10. див. Приволжский"
4253,"05. див. Юг"
3314,"04. див. Урал"
2092,"06. див. Средняя Волга"
2281,"01. див. Дальний Восток"
297,"07. див. Верхняя Волга"
933,"04. див. Урал"
2707,"06. див. Средняя Волга"
2240,"02. див. Восточная Сибирь"
1420,"09. див. Черноземье"
3945,"11. див. Северо-Западный"
2136,"05. див. Юг"
1566,"03. див. Западная Сибирь"
4244,"05. див. Юг"
1921,"03. див. Западная Сибирь"
3699,"09. див. Черноземье"
290,"04. див. Урал"
2522,"05. див. Юг"
726,"01. див. Дальний Восток"
2730,"07. див. Верхняя Волга"
2499,"03. див. Западная Сибирь"
366,"05. див. Юг"
2612,"09. див. Черноземье"
3867,"01. див. Дальний Восток"
3618,"03. див. Западная Сибирь"
2609,"04. див. Урал"
1052,"05. див. Юг"
3709,"09. див. Черноземье"
2135,"02. див. Восточная Сибирь"
858,"02. див. Восточная Сибирь"
2356,"10. див. Приволжский"
1982,"03. див. Западная Сибирь"
1469,"11. див. Северо-Западный"
2028,"04. див. Урал"
2099,"03. див. Западная Сибирь"
2304,"02. див. Восточная Сибирь"
2220,"03. див. Западная Сибирь"
3663,"06. див. Средняя Волга"
1874,"02. див. Восточная Сибирь"
634,"10. див. Приволжский"
630,"06. див. Средняя Волга"
1137,"03. див. Западная Сибирь"
2841,"04. див. Урал"
2319,"11. див. Северо-Западный"
814,"06. див. Средняя Волга"
815,"06. див. Средняя Волга"
2870,"06. див. Средняя Волга"
791,"09. див. Черноземье"
2724,"11. див. Северо-Западный"
4146,"08. див. Центральный"
3740,"05. див. Юг"
2098,"09. див. Черноземье"
3989,"08. див. Центральный"
1535,"09. див. Черноземье"
3174,"01. див. Дальний Восток"
2470,"07. див. Верхняя Волга"
2945,"09. див. Черноземье"
3793,"10. див. Приволжский"
4478,"03. див. Западная Сибирь"
2291,"01. див. Дальний Восток"
1445,"07. див. Верхняя Волга"
739,"11. див. Северо-Западный"
237,"03. див. Западная Сибирь"
3622,"07. див. Верхняя Волга"
3490,"03. див. Западная Сибирь"
4334,"04. див. Урал"
4241,"04. див. Урал"
4035,"10. див. Приволжский"
1990,"07. див. Верхняя Волга"
2048,"11. див. Северо-Западный"
1291,"10. див. Приволжский"
2976,"07. див. Верхняя Волга"
1860,"07. див. Верхняя Волга"
139,"02. див. Восточная Сибирь"
3630,"07. див. Верхняя Волга"
2037,"10. див. Приволжский"
263,"06. див. Средняя Волга"
3220,"07. див. Верхняя Волга"
1194,"04. див. Урал"
3566,"08. див. Центральный"
4229,"11. див. Северо-Западный"
4055,"07. див. Верхняя Волга"
3074,"07. див. Верхняя Волга"
2858,"03. див. Западная Сибирь"
3933,"06. див. Средняя Волга"
4308,"11. див. Северо-Западный"
3274,"06. див. Средняя Волга"
946,"05. див. Юг"
395,"09. див. Черноземье"
222,"06. див. Средняя Волга"
524,"07. див. Верхняя Волга"
719,"08. див. Центральный"
1985,"02. див. Восточная Сибирь"
1896,"04. див. Урал"
3210,"10. див. Приволжский"
4382,"03. див. Западная Сибирь"
3684,"11. див. Северо-Западный"
2851,"01. див. Дальний Восток"
2227,"09. див. Черноземье"
4036,"05. див. Юг"
1512,"10. див. Приволжский"
4397,"09. див. Черноземье"
1965,"06. див. Средняя Волга"
1049,"09. див. Черноземье"
3956,"10. див. Приволжский"
2094,"04. див. Урал"
2152,"09. див. Черноземье"
2672,"01. див. Дальний Восток"
3376,"11. див. Северо-Западный"
1054,"03. див. Западная Сибирь"
3457,"11. див. Северо-Западный"
4106,"03. див. Западная Сибирь"
923,"04. див. Урал"
1041,"10. див. Приволжский"
4258,"10. див. Приволжский"
1537,"10. див. Приволжский"
1590,"03. див. Западная Сибирь"
2688,"09. див. Черноземье"
1630,"05. див. Юг"
2012,"08. див. Центральный"
3321,"03. див. Западная Сибирь"
1082,"09. див. Черноземье"
2922,"05. див. Юг"
3270,"08. див. Центральный"
1843,"07. див. Верхняя Волга"
295,"06. див. Средняя Волга"
2972,"03. див. Западная Сибирь"
2691,"06. див. Средняя Волга"
959,"03. див. Западная Сибирь"
3979,"01. див. Дальний Восток"
680,"09. див. Черноземье"
1998,"01. див. Дальний Восток"
1212,"05. див. Юг"
520,"04. див. Урал"
2580,"04. див. Урал"
2259,"04. див. Урал"
3377,"04. див. Урал"
642,"10. див. Приволжский"
3756,"06. див. Средняя Волга"
4374,"02. див. Восточная Сибирь"
789,"06. див. Средняя Волга"
408,"02. див. Восточная Сибирь"
1489,"08. див. Центральный"
331,"04. див. Урал"
4494,"04. див. Урал"
1028,"06. див. Средняя Волга"
1707,"08. див. Центральный"
2146,"10. див. Приволжский"
320,"06. див. Средняя Волга"
640,"10. див. Приволжский"
2799,"10. див. Приволжский"
1510,"05. див. Юг"
4512,"08. див. Центральный"
729,"09. див. Черноземье"
1642,"05. див. Юг"
140,"04. див. Урал"
141,"04. див. Урал"
3873,"10. див. Приволжский"
370,"03. див. Западная Сибирь"
2407,"10. див. Приволжский"
3791,"06. див. Средняя Волга"
3424,"10. див. Приволжский"
2652,"07. див. Верхняя Волга"
982,"11. див. Северо-Западный"
2103,"01. див. Дальний Восток"
2755,"02. див. Восточная Сибирь"
2787,"08. див. Центральный"
1171,"08. див. Центральный"
4428,"07. див. Верхняя Волга"
2818,"11. див. Северо-Западный"
1377,"03. див. Западная Сибирь"
3397,"01. див. Дальний Восток"
4058,"08. див. Центральный"
2225,"01. див. Дальний Восток"
2025,"09. див. Черноземье"
2049,"08. див. Центральный"
3271,"01. див. Дальний Восток"
1844,"07. див. Верхняя Волга"
216,"02. див. Восточная Сибирь"
3814,"08. див. Центральный"
3481,"04. див. Урал"
2419,"09. див. Черноземье"
4024,"03. див. Западная Сибирь"
3915,"08. див. Центральный"
3435,"04. див. Урал"
3877,"04. див. Урал"
1711,"03. див. Западная Сибирь"
3799,"08. див. Центральный"
2165,"05. див. Юг"
2821,"08. див. Центральный"
3787,"07. див. Верхняя Волга"
2789,"06. див. Средняя Волга"
3763,"07. див. Верхняя Волга"
3179,"05. див. Юг"
2129,"05. див. Юг"
1527,"04. див. Урал"
2043,"01. див. Дальний Восток"
4030,"10. див. Приволжский"
4065,"04. див. Урал"
3134,"03. див. Западная Сибирь"
2323,"09. див. Черноземье"
3267,"06. див. Средняя Волга"
2373,"07. див. Верхняя Волга"
2726,"02. див. Восточная Сибирь"
3390,"04. див. Урал"
2050,"01. див. Дальний Восток"
3657,"03. див. Западная Сибирь"
684,"05. див. Юг"
2148,"06. див. Средняя Волга"
4431,"04. див. Урал"
3557,"09. див. Черноземье"
969,"05. див. Юг"
4017,"05. див. Юг"
4498,"09. див. Черноземье"
1546,"04. див. Урал"
4122,"01. див. Дальний Восток"
2459,"03. див. Западная Сибирь"
3110,"05. див. Юг"
2046,"05. див. Юг"
2718,"11. див. Северо-Западный"
3938,"10. див. Приволжский"
2370,"01. див. Дальний Восток"
1072,"09. див. Черноземье"
2021,"02. див. Восточная Сибирь"
2069,"09. див. Черноземье"
1115,"07. див. Верхняя Волга"
968,"04. див. Урал"
1573,"10. див. Приволжский"
2376,"09. див. Черноземье"
574,"10. див. Приволжский"
1961,"06. див. Средняя Волга"
314,"06. див. Средняя Волга"
2661,"09. див. Черноземье"
3402,"09. див. Черноземье"
4174,"01. див. Дальний Восток"
464,"04. див. Урал"
153,"04. див. Урал"
155,"02. див. Восточная Сибирь"
157,"04. див. Урал"
158,"01. див. Дальний Восток"
159,"04. див. Урал"
2432,"01. див. Дальний Восток"
1233,"09. див. Черноземье"
2364,"10. див. Приволжский"
2455,"05. див. Юг"
2413,"09. див. Черноземье"
3369,"04. див. Урал"
2746,"04. див. Урал"
1055,"09. див. Черноземье"
1715,"04. див. Урал"
2369,"06. див. Средняя Волга"
1387,"03. див. Западная Сибирь"
523,"03. див. Западная Сибирь"
2079,"04. див. Урал"
2689,"09. див. Черноземье"
3235,"11. див. Северо-Западный"
1871,"07. див. Верхняя Волга"
1292,"04. див. Урал"
4080,"08. див. Центральный"
1674,"03. див. Западная Сибирь"
3420,"09. див. Черноземье"
700,"09. див. Черноземье"
3327,"08. див. Центральный"
3522,"04. див. Урал"
4342,"04. див. Урал"
4347,"08. див. Центральный"
1093,"09. див. Черноземье"
3571,"05. див. Юг"
2857,"10. див. Приволжский"
3905,"08. див. Центральный"
3811,"09. див. Черноземье"
1657,"03. див. Западная Сибирь"
2306,"09. див. Черноземье"
1825,"10. див. Приволжский"
3782,"03. див. Западная Сибирь"
3085,"06. див. Средняя Волга"
1148,"10. див. Приволжский"
361,"09. див. Черноземье"
226,"06. див. Средняя Волга"
239,"05. див. Юг"
3404,"08. див. Центральный"
3629,"09. див. Черноземье"
88,"03. див. Западная Сибирь"
4221,"04. див. Урал"
1047,"05. див. Юг"
2910,"07. див. Верхняя Волга"
4483,"03. див. Западная Сибирь"
1448,"06. див. Средняя Волга"
1541,"04. див. Урал"
1145,"10. див. Приволжский"
269,"10. див. Приволжский"
2075,"09. див. Черноземье"
2616,"03. див. Западная Сибирь"
255,"05. див. Юг"
3909,"05. див. Юг"
973,"05. див. Юг"
1141,"03. див. Западная Сибирь"
2813,"05. див. Юг"
1585,"02. див. Восточная Сибирь"
941,"03. див. Западная Сибирь"
3415,"05. див. Юг"
1160,"02. див. Восточная Сибирь"
1418,"06. див. Средняя Волга"
2846,"04. див. Урал"
235,"04. див. Урал"
1457,"04. див. Урал"
772,"09. див. Черноземье"
329,"09. див. Черноземье"
2709,"11. див. Северо-Западный"
1641,"02. див. Восточная Сибирь"
2461,"03. див. Западная Сибирь"
3922,"06. див. Средняя Волга"
3466,"09. див. Черноземье"
1172,"09. див. Черноземье"
4176,"05. див. Юг"
3966,"09. див. Черноземье"
3226,"02. див. Восточная Сибирь"
3058,"05. див. Юг"
2187,"06. див. Средняя Волга"
1459,"03. див. Западная Сибирь"
1116,"07. див. Верхняя Волга"
1008,"03. див. Западная Сибирь"
4185,"08. див. Центральный"
1185,"05. див. Юг"
2414,"04. див. Урал"
3214,"04. див. Урал"
3568,"09. див. Черноземье"
336,"09. див. Черноземье"
1856,"10. див. Приволжский"
1936,"02. див. Восточная Сибирь"
1396,"03. див. Западная Сибирь"
3389,"10. див. Приволжский"
2022,"09. див. Черноземье"
2962,"11. див. Северо-Западный"
1217,"07. див. Верхняя Волга"
2350,"05. див. Юг"
854,"04. див. Урал"
3768,"10. див. Приволжский"
2166,"05. див. Юг"
4351,"07. див. Верхняя Волга"
2397,"02. див. Восточная Сибирь"
2928,"10. див. Приволжский"
3008,"06. див. Средняя Волга"
2427,"10. див. Приволжский"
3897,"08. див. Центральный"
2970,"11. див. Северо-Западный"
3770,"09. див. Черноземье"
3694,"06. див. Средняя Волга"
3647,"11. див. Северо-Западный"
802,"07. див. Верхняя Волга"
2008,"09. див. Черноземье"
4141,"09. див. Черноземье"
2988,"07. див. Верхняя Волга"
1183,"01. див. Дальний Восток"
2847,"05. див. Юг"
2820,"05. див. Юг"
4430,"09. див. Черноземье"
1475,"11. див. Северо-Западный"
561,"08. див. Центральный"
2378,"02. див. Восточная Сибирь"
4059,"03. див. Западная Сибирь"
1857,"07. див. Верхняя Волга"
4269,"06. див. Средняя Волга"
1894,"02. див. Восточная Сибирь"
103,"03. див. Западная Сибирь"
3367,"10. див. Приволжский"
4040,"06. див. Средняя Волга"
2780,"04. див. Урал"
2252,"01. див. Дальний Восток"
2913,"01. див. Дальний Восток"
3434,"10. див. Приволжский"
1821,"04. див. Урал"
2270,"01. див. Дальний Восток"
3535,"11. див. Северо-Западный"
1493,"04. див. Урал"
2869,"10. див. Приволжский"
3137,"11. див. Северо-Западный"
3960,"05. див. Юг"
4114,"06. див. Средняя Волга"
1530,"10. див. Приволжский"
4153,"07. див. Верхняя Волга"
1231,"11. див. Северо-Западный"
3249,"05. див. Юг"
3364,"11. див. Северо-Западный"
3981,"09. див. Черноземье"
3029,"02. див. Восточная Сибирь"
1623,"02. див. Восточная Сибирь"
4442,"10. див. Приволжский"
3213,"10. див. Приволжский"
3937,"11. див. Северо-Западный"
1525,"02. див. Восточная Сибирь"
2250,"09. див. Черноземье"
3908,"10. див. Приволжский"
781,"07. див. Верхняя Волга"
4053,"09. див. Черноземье"
3201,"05. див. Юг"
1415,"04. див. Урал"
179,"05. див. Юг"
2329,"07. див. Верхняя Волга"
1877,"11. див. Северо-Западный"
3693,"07. див. Верхняя Волга"
3077,"03. див. Западная Сибирь"
1967,"09. див. Черноземье"
3912,"06. див. Средняя Волга"
2868,"04. див. Урал"
880,"09. див. Черноземье"
1852,"10. див. Приволжский"
4381,"02. див. Восточная Сибирь"
1110,"01. див. Дальний Восток"
4326,"09. див. Черноземье"
2468,"03. див. Западная Сибирь"
3021,"05. див. Юг"
2993,"04. див. Урал"
2294,"01. див. Дальний Восток"
1846,"05. див. Юг"
1549,"08. див. Центральный"
2081,"10. див. Приволжский"
249,"04. див. Урал"
3800,"09. див. Черноземье"
3194,"10. див. Приволжский"
3072,"06. див. Средняя Волга"
1835,"10. див. Приволжский"
3600,"10. див. Приволжский"
3538,"03. див. Западная Сибирь"
2156,"01. див. Дальний Восток"
4088,"04. див. Урал"
2212,"08. див. Центральный"
625,"02. див. Восточная Сибирь"
2298,"07. див. Верхняя Волга"
650,"05. див. Юг"
83,"01. див. Дальний Восток"
2132,"05. див. Юг"
251,"03. див. Западная Сибирь"
1429,"07. див. Верхняя Волга"
291,"03. див. Западная Сибирь"
597,"05. див. Юг"
1681,"04. див. Урал"
2449,"05. див. Юг"
1819,"05. див. Юг"
1575,"05. див. Юг"
832,"04. див. Урал"
4249,"05. див. Юг"
4243,"05. див. Юг"
2065,"05. див. Юг"
1016,"05. див. Юг"
1096,"09. див. Черноземье"
2812,"05. див. Юг"
2948,"10. див. Приволжский"
3944,"05. див. Юг"
4497,"09. див. Черноземье"
3596,"09. див. Черноземье"
3611,"06. див. Средняя Волга"
1317,"07. див. Верхняя Волга"
4004,"07. див. Верхняя Волга"
3882,"05. див. Юг"
3927,"09. див. Черноземье"
3251,"05. див. Юг"
3243,"08. див. Центральный"
1647,"11. див. Северо-Западный"
3837,"09. див. Черноземье"
4002,"09. див. Черноземье"
1205,"09. див. Черноземье"
1571,"05. див. Юг"
1388,"11. див. Северо-Западный"
2230,"06. див. Средняя Волга"
559,"10. див. Приволжский"
1336,"06. див. Средняя Волга"
860,"06. див. Средняя Волга"
4121,"11. див. Северо-Западный"
1361,"09. див. Черноземье"
3590,"07. див. Верхняя Волга"
651,"03. див. Западная Сибирь"
230,"04. див. Урал"
4190,"06. див. Средняя Волга"
3648,"01. див. Дальний Восток"
3497,"02. див. Восточная Сибирь"
3073,"05. див. Юг"
462,"04. див. Урал"
3592,"03. див. Западная Сибирь"
1417,"06. див. Средняя Волга"
1531,"10. див. Приволжский"
3519,"09. див. Черноземье"
480,"10. див. Приволжский"
1478,"11. див. Северо-Западный"
419,"03. див. Западная Сибирь"
1983,"03. див. Западная Сибирь"
3988,"05. див. Юг"
3926,"09. див. Черноземье"
3408,"08. див. Центральный"
3216,"07. див. Верхняя Волга"
3517,"10. див. Приволжский"
2887,"06. див. Средняя Волга"
466,"02. див. Восточная Сибирь"
4491,"08. див. Центральный"
2904,"10. див. Приволжский"
3467,"09. див. Черноземье"
3603,"02. див. Восточная Сибирь"
3059,"02. див. Восточная Сибирь"
2210,"05. див. Юг"
1858,"07. див. Верхняя Волга"
3244,"10. див. Приволжский"
1524,"06. див. Средняя Волга"
2026,"02. див. Восточная Сибирь"
3081,"04. див. Урал"
2158,"10. див. Приволжский"
3154,"04. див. Урал"
211,"04. див. Урал"
1930,"06. див. Средняя Волга"
1168,"09. див. Черноземье"
382,"09. див. Черноземье"
3478,"11. див. Северо-Западный"
981,"03. див. Западная Сибирь"
3993,"09. див. Черноземье"
3523,"02. див. Восточная Сибирь"
3207,"05. див. Юг"
1668,"03. див. Западная Сибирь"
4087,"03. див. Западная Сибирь"
4196,"05. див. Юг"
3019,"02. див. Восточная Сибирь"
810,"11. див. Северо-Западный"
3055,"09. див. Черноземье"
3324,"08. див. Центральный"
4033,"05. див. Юг"
3101,"03. див. Западная Сибирь"
3865,"04. див. Урал"
2722,"03. див. Западная Сибирь"
1995,"05. див. Юг"
1452,"04. див. Урал"
4045,"06. див. Средняя Волга"
134,"03. див. Западная Сибирь"
135,"03. див. Западная Сибирь"
2196,"01. див. Дальний Восток"
3864,"04. див. Урал"
197,"04. див. Урал"
2242,"11. див. Северо-Западный"
404,"04. див. Урал"
2096,"05. див. Юг"
864,"10. див. Приволжский"
3001,"05. див. Юг"
3262,"03. див. Западная Сибирь"
1235,"04. див. Урал"
3841,"10. див. Приволжский"
2877,"05. див. Юг"
2483,"01. див. Дальний Восток"
2915,"04. див. Урал"
270,"04. див. Урал"
3392,"09. див. Черноземье"
2090,"04. див. Урал"
3256,"11. див. Северо-Западный"
2860,"04. див. Урал"
1660,"09. див. Черноземье"
3951,"05. див. Юг"
3803,"04. див. Урал"
1829,"01. див. Дальний Восток"
3773,"08. див. Центральный"
2417,"09. див. Черноземье"
2116,"04. див. Урал"
4295,"02. див. Восточная Сибирь"
747,"09. див. Черноземье"
3123,"05. див. Юг"
92,"03. див. Западная Сибирь"
4484,"05. див. Юг"
2102,"02. див. Восточная Сибирь"
3955,"05. див. Юг"
2253,"08. див. Центральный"
4510,"09. див. Черноземье"
2824,"07. див. Верхняя Волга"
4107,"02. див. Восточная Сибирь"
1987,"01. див. Дальний Восток"
2221,"06. див. Средняя Волга"
4383,"05. див. Юг"
1617,"04. див. Урал"
1356,"06. див. Средняя Волга"
1954,"06. див. Средняя Волга"
2278,"09. див. Черноземье"
3049,"11. див. Северо-Западный"
2302,"07. див. Верхняя Волга"
2178,"01. див. Дальний Восток"
3679,"04. див. Урал"
3978,"03. див. Западная Сибирь"
2034,"06. див. Средняя Волга"
2082,"11. див. Северо-Западный"
845,"10. див. Приволжский"
1935,"09. див. Черноземье"
2999,"10. див. Приволжский"
405,"04. див. Урал"
1659,"05. див. Юг"
841,"04. див. Урал"
744,"09. див. Черноземье"
2004,"09. див. Черноземье"
3280,"05. див. Юг"
4173,"08. див. Центральный"
848,"08. див. Центральный"
1125,"04. див. Урал"
1878,"07. див. Верхняя Волга"
2439,"10. див. Приволжский"
560,"06. див. Средняя Волга"
359,"04. див. Урал"
1635,"09. див. Черноземье"
4443,"05. див. Юг"
3273,"08. див. Центральный"
1862,"10. див. Приволжский"
3583,"02. див. Восточная Сибирь"
2848,"02. див. Восточная Сибирь"
3494,"10. див. Приволжский"
4015,"07. див. Верхняя Волга"
2038,"04. див. Урал"
1885,"10. див. Приволжский"
3492,"03. див. Западная Сибирь"
